82,29,1,3846158,3846460,136,40,30$11
83,50,782,2648865,2649143,22,357,24$46
84,16,972,428041,428518,607,443,5
85,65,994,4350583,4350746,297,795,17
86,52,476,6329106,6329351,881,291,4
87,80,314,6966731,6966899,671,25,48$46
88,91,262,4788634,4788742,802,750,
89,15,502,1813125,1813343,440,670,
90,80,135,4911398,4911995,457,983,25$33
91,85,34,7160807,7160819,539,397,17$14
92,10,983,4580743,4580846,516,391,
93,90,87,3095047,3095418,435,314,20$23
94,92,589,662012,662120,258,866,35
95,72,863,1106902,1107109,442,336,45$5
96,99,906,905589,905995,643,342,21
97,63,476,6737486,6737848,43,952,20
98,47,950,80383,80746,435,12,49$42
99,86,16,7017718,7018254,946,536,
100,16,840,4825488,4826031,803,300,22
101,57,655,7752121,7752658,874,822,29$29
102,2,26,3955591,3955857,716,291,16$27
103,53,706,4476607,4476875,570,83,3$30
104,66,469,3465293,3465298,556,743,39
105,19,247,2944498,2944604,434,131,19
106,84,807,3747850,3747889,327,370,
107,99,804,2519896,2520351,490,400,7
108,97,835,97128,97574,180,69,47$24
109,28,527,3166269,3166429,82,867,14$41
110,41,906,1470561,1470780,310,344,43
111,19,837,3253163,3253496,614,387,
112,66,815,5502762,5503360,128,183,
113,49,184,1804390,1804689,708,253,
114,18,698,110255,110314,224,764,
115,51,882,6422022,6422123,498,294,6$24
116,10,463,5384133,5384421,549,373,30
117,15,362,3040189,3040288,968,584,
118,39,483,695183,695287,110,293,
119,78,815,6607798,6607898,896,468,
120,97,550,909546,910099,866,309,39$14
121,14,805,6264641,6264814,570,361,29$35
122,22,557,5795199,5795521,665,501,
123,1,596,2018386,2018836,953,358,
124,13,373,7846265,7846317,976,93,49$29
125,28,448,4381654,4382200,398,666,6
126,42,79,941927,942496,123,739,15
127,8,331,3087107,3087629,277,201,8
128,85,232,4402474,4402929,689,213,48
129,28,127,5606573,5606913,865,716,5
130,55,426,5497860,5497919,376,427,6
131,25,50,328026,328401,931,283,38
132,26,296,1531186,1531512,589,606,44$10
133,41,510,5665232,5665374,905,245,
134,46,562,5184597,5184674,821,25,41
135,56,9,5238620,5238670,42,230,28$21
136,74,111,3563030,3563311,550,170,32
137,66,411,4110243,4110412,853,375,33
138,1,338,7111371,7111405,380,135,15$21
139,4,247,7632956,7633011,459,666,45
140,10,774,1561552,1561968,101,297,
141,22,349,808786,808835,909,928,44$39
142,7,969,6836660,6836996,943,921,
143,58,782,1872837,1872939,284,715,36
144,26,290,4953670,4954226,279,515,8$12
145,8,674,2948797,2948990,939,132,5$48
146,63,935,1183364,1183691,478,517,31
147,87,113,996168,996348,994,303,31
148,12,198,3867475,3867624,494,163,
149,78,923,1198542,1198748,796,634,
150,64,729,6444420,6444675,955,212,1$7
151,69,814,3726287,3726456,568,856,44$43
152,89,47,2164768,2165026,915,946,
153,30,60,7374382,7374760,912,917,
154,74,821,3677549,3677721,206,992,
155,78,841,5690612,5691200,888,958,
156,73,288,5378564,5379113,228,787,47
157,32,153,4538093,4538272,965,934,23$6
158,44,681,2297296,2297702,482,471,
159,43,135,2593750,2594342,787,155,18$27
160,89,576,2695260,2695829,725,8,31$16
161,82,294,2069509,2070003,562,810,20
162,57,978,978223,978494,526,150,
163,26,914,1782001,1782067,80,71,41$3
164,62,574,994597,995074,977,580,
165,40,896,4320565,4320762,281,174,23$41
166,57,669,1135074,1135433,357,557,12
167,8,76,6729193,6729693,634,532,48
168,83,203,855811,856370,802,382,49
169,63,426,1106666,1106965,308,667,
170,18,993,4638886,4639456,163,166,6$23
171,34,929,1618732,1619215,555,419,34$41
172,70,141,2009060,2009340,98,617,41$43
173,73,296,562545,562871,574,161,32$32
174,76,191,5010145,5010606,528,933,8$17
175,81,817,4047165,4047262,624,955,31
176,74,530,7073375,7073893,686,510,
177,26,129,3513066,3513621,431,790,
178,10,847,5778521,5778547,85,675,28
179,18,902,6210194,6210609,539,25,17
180,14,921,2715938,2716317,304,395,15$26
181,75,314,3594747,3595102,537,15,1
182,80,694,5202673,5202871,792,995,13
183,70,935,3651439,3651521,346,659,45$18
184,35,549,3003396,3003727,660,827,46
185,15,68,1133712,1134021,750,975,36
186,77,173,1684160,1684264,735,128,14
187,75,197,1018658,1019170,866,599,28$40
188,29,751,7697410,7697646,430,582,
189,62,485,3173309,3173830,660,595,
190,9,636,859836,859954,604,894,3
191,21,856,4994155,4994579,182,464,
192,12,541,4417543,4417901,117,421,36$29
193,52,256,5469550,5469918,566,631,38
194,59,657,3353766,3354093,953,969,36
195,57,209,43518,43964,410,200,32
196,53,983,2515578,2516107,2,110,22
197,63,402,4696431,4696951,38,619,23
198,60,132,3832539,3833011,494,386,
199,66,499,3295877,3296394,757,346,5
200,85,376,1509428,1509609,690,550,15
201,9,794,1080327,1080781,379,442,26
202,83,218,46589,46982,346,438,2$20
203,16,919,4202185,4202743,915,19,
204,5,569,7235882,7236010,803,890,39
205,74,739,4812945,4813287,816,223,9$45
206,4,794,3648160,3648541,870,542,
207,84,199,5654806,5654969,131,333,
208,33,892,4637932,4638370,347,168,35
209,2,698,2670246,2670613,817,535,
210,68,585,4307532,4308008,426,603,3$39
211,41,796,6443933,6444094,577,584,
212,8,199,5373702,5374146,496,987,30
213,0,859,1248221,1248287,953,875,1$21
214,40,433,5461294,5461704,70,806,
215,23,158,5736338,5736451,198,20,30$1
216,98,550,49959,50250,600,700,39
217,49,869,7018573,7018639,364,913,23
218,29,271,27405,27646,591,381,
219,56,328,875546,875913,724,688,
220,1,908,1385126,1385683,231,247,
221,43,983,3545274,3545288,984,182,22
222,26,45,2380304,2380878,656,739,
223,0,330,2804668,2804827,748,7,
224,27,893,2177124,2177530,617,422,41$16
225,78,893,6178376,6178434,663,476,
226,96,40,7692241,7692281,905,244,14$49
227,49,64,6700256,6700357,31,105,36
228,68,927,5281380,5281567,345,175,45$40
229,25,615,7341875,7341936,832,980,30
230,31,553,2914904,2915215,261,297,
231,79,351,2493296,2493473,450,666,
232,81,150,7465177,7465305,839,79,8$18
233,45,291,1759722,1759814,121,765,23
234,6,417,3501782,3502128,123,463,42$23
235,42,946,6677517,6677957,255,351,
236,3,359,6287104,6287118,562,160,
237,83,836,838072,838305,864,459,
238,82,542,2130393,2130962,404,114,
239,50,854,7660682,7660932,956,920,
240,71,405,1759912,1760071,380,133,
241,91,315,2188376,2188730,903,959,39$12
242,34,768,3612370,3612605,693,580,
243,20,273,2338068,2338440,650,686,25
244,5,162,3316501,3316750,678,175,32
245,59,524,4701742,4701988,162,117,40$27
246,57,427,7202083,7202164,330,163,30
247,24,130,5841300,5841737,744,334,22
248,9,144,3314097,3314647,299,827,
249,14,737,7165055,7165305,705,480,13$10
250,81,230,1084306,1084584,29,588,
251,37,140,4501932,4501935,968,298,
252,14,749,4853549,4853622,180,805,39$3
253,81,569,4578926,4579503,798,775,
254,87,464,2116177,2116546,655,783,24$0
255,38,38,7737594,7737788,587,773,30
256,86,208,1502505,1503073,84,311,
257,34,313,4049481,4049807,222,237,
258,88,283,833908,833995,735,16,7$33
259,23,927,3447909,3447976,584,879,
260,22,996,5131374,5131971,891,56,14$2
261,24,432,1016275,1016418,921,2,2
262,35,170,654927,655193,540,258,
263,33,247,2450675,2450784,843,915,18$31
264,35,945,818113,818592,598,6,32$24
265,84,589,944149,944422,701,908,
266,64,298,3852245,3852683,861,359,
267,46,846,7471875,7471967,617,323,34
268,27,200,762776,763364,528,598,39
269,65,885,6751702,6751830,110,672,26
270,41,698,6252719,6253262,388,986,32
271,15,271,5181372,5181910,4,358,48
272,10,992,3004715,3004778,333,947,
273,70,937,5278530,5279096,397,732,37
274,75,372,1579787,1580279,353,43,0
275,80,759,5864872,5865260,94,189,44
276,78,324,3863217,3863732,434,556,19$38
277,37,185,2637377,2637472,669,627,41$39
278,19,378,1276500,1276714,764,939,
279,29,373,4541013,4541354,267,387,1$7
280,93,415,2095434,2095721,688,5,
281,38,967,3878681,3878837,642,886,11
282,65,46,2818436,2818499,487,432,13$19
283,58,758,4152711,4152865,643,829,20$6
284,35,704,7248837,7249157,332,213,44
285,99,739,7638826,7638967,604,750,
286,63,742,6037842,6038141,149,765,
287,90,137,6067499,6067743,109,662,19
288,86,84,6670493,6670599,697,50,
289,62,63,3770323,3770854,926,735,1
290,58,105,4877453,4877707,693,210,
291,80,150,618762,619123,928,939,48$43
292,1,750,3776691,3777182,500,82,47
293,43,134,6169156,6169517,153,938,9
294,16,988,2359321,2359544,230,717,25
295,70,989,3405284,3405776,69,961,41
296,30,434,1453415,1453886,238,705,
297,15,728,512592,512891,881,270,
298,58,603,5510104,5510405,911,505,13$18
299,23,110,3094689,3095225,226,202,
300,65,401,4552155,4552502,22,520,25$15
301,92,130,4334793,4334864,157,535,
302,68,681,3505002,3505233,486,477,29$25
303,94,230,5732383,5732934,214,546,11$27
304,48,32,4351242,4351509,24,993,
305,42,348,4947043,4947383,238,760,
306,1,473,7635396,7635763,22,255,
307,61,194,3789342,3789384,899,551,
308,89,675,4978151,4978511,726,938,31$42
309,79,678,6568039,6568401,890,150,25
310,98,950,5029309,5029310,280,66,38$5
311,89,903,2084126,2084308,124,926,20
312,28,770,4999589,4999908,408,600,21
313,45,487,2529268,2529694,944,361,6
314,88,908,4769492,4769606,73,232,29$25
315,78,916,1114250,1114288,982,667,9
316,34,727,335858,336260,585,14,44
317,39,280,7217034,7217629,927,201,9$31
318,14,500,6404030,6404405,732,385,
319,94,296,6837344,6837532,616,164,7$23
320,94,459,354078,354386,815,549,49
321,3,427,6669293,6669878,779,76,
322,68,100,3961237,3961680,462,433,23
323,62,178,6571324,6571630,800,868,12
324,16,817,5049427,5049826,255,555,
325,13,204,1965494,1966085,789,647,
326,15,3,7585438,7585545,587,432,
327,7,578,6338865,6339326,615,592,
328,22,798,2108744,2109290,967,499,2$28
329,63,888,1990387,1990438,698,932,
330,73,443,3478832,3479146,455,154,31
331,53,498,4794987,4795208,443,490,46
332,42,370,3372793,3373373,853,87,36$17
333,19,737,6750326,6750644,452,819,
334,62,614,6722049,6722191,854,678,34$17
335,31,264,6085647,6085982,903,149,6$28
336,77,582,6140358,6140654,57,645,43$30
337,48,688,7212238,7212718,761,791,31$21
338,36,5,3565181,3565680,593,492,13
339,59,650,389031,389223,316,972,1
340,14,850,4927915,4928260,102,620,43
341,23,172,2338411,2338739,943,116,
342,77,681,3831422,3831879,806,215,
343,17,555,6135789,6136077,831,457,10
344,95,338,6493265,6493449,424,456,2
345,83,875,4266141,4266553,908,375,
346,27,816,7710287,7710621,715,877,
347,47,234,4486976,4487334,434,31,27$31
348,48,652,7409166,7409338,647,722,
349,89,486,2470108,2470115,301,980,40
350,19,248,2906882,2906938,309,616,11$47
351,22,452,4300103,4300578,954,967,32
352,69,730,5653414,5653618,567,504,10
353,89,875,10555,11081,996,19,42
354,8,999,6785588,6785801,449,149,14$36
355,49,398,5041755,5042274,868,174,
356,45,791,2256778,2257212,504,312,
357,71,464,5524607,5524884,155,898,23
358,8,258,1387207,1387669,277,141,
359,43,559,3508334,3508529,467,392,29$44
360,78,863,7066360,7066488,118,637,17$6
361,91,914,4052633,4052957,72,146,9$32
362,43,207,5605931,5606489,877,843,
363,35,349,1629468,1629559,53,229,
364,22,887,203730,203898,239,703,
365,99,890,6535690,6535820,594,855,
366,3,697,2596714,2597047,79,26,32
367,93,960,7211113,7211203,522,887,21
368,97,913,3813233,3813390,20,969,17$9
369,77,609,4924704,4924907,95,28,10
370,41,36,2502082,2502176,389,834,21
371,57,957,3621161,3621442,319,832,5
372,51,921,4624312,4624707,460,276,26
373,30,342,1838575,1838817,81,981,
374,94,504,1386680,1386729,577,403,13$3
375,67,859,3401406,3401723,776,564,40
376,46,839,3224630,3225136,900,870,16
377,52,708,5452232,5452430,433,111,
378,27,791,7555325,7555920,593,76,14$7
379,29,786,2154382,2154614,785,638,
380,79,191,6256706,6256835,981,72,16$39
381,47,392,6924698,6925276,712,858,13$12
382,7,597,2326766,2326865,734,167,1
383,52,329,1078406,1078412,32,435,10$10
384,41,562,2172331,2172356,760,51,
385,12,601,130382,130611,748,950,5
386,83,726,3840641,3841057,901,222,31
387,73,259,6863953,6864087,386,810,
388,88,42,5621623,5621868,494,292,13
389,7,894,7247818,7248388,403,700,
390,62,539,2771633,2771890,396,494,16$37
391,39,160,7411365,7411809,543,22,
392,47,389,871763,872022,322,478,31
393,7,488,1742000,1742421,471,628,33$9
394,30,957,3641490,3641984,68,448,2
395,64,55,663857,663896,343,56,43
396,53,763,2053607,2054070,954,995,15
397,88,67,1112525,1112901,65,668,
398,48,58,1360276,1360867,777,533,24$22
399,35,907,4185731,4185905,735,838,11
400,1,556,3795408,3795414,933,296,19
401,25,306,1186927,1187426,110,988,42
402,79,944,1455482,1455702,566,460,19
403,48,707,597656,597891,878,480,
404,90,922,5783847,5784012,514,593,15
405,1,279,6756706,6756714,836,739,9
406,82,843,6175728,6176025,110,190,
407,41,821,2100359,2100774,268,433,48
408,5,202,291302,291864,165,684,
409,60,674,2581956,2581979,339,698,46$17
410,0,998,6026373,6026423,771,282,
411,87,396,7227203,7227216,975,425,19
412,66,5,5239969,5240508,655,920,24
413,15,0,3174169,3174339,318,298,17$26
414,31,452,6360086,6360581,884,417,28$25
415,70,206,5002175,5002682,461,226,2$25
416,72,281,6424350,6424802,925,229,3$1
417,0,80,4842758,4843178,741,207,9
418,53,141,741473,741496,398,67,1
419,43,926,3179338,3179353,814,859,9$40
420,17,892,6759051,6759489,361,421,4
421,79,996,6164218,6164625,650,669,16
422,34,901,3440798,3440859,545,976,
423,99,381,4693434,4693585,964,594,
424,84,11,1301164,1301647,724,951,29$6
425,21,585,7139759,7140278,121,559,26$23
426,48,896,954852,955282,949,103,
427,42,537,6099751,6100136,748,55,12$24
428,84,123,4205818,4206273,220,464,11$25
429,53,278,899557,900117,562,403,
430,57,240,1849040,1849350,816,375,
431,12,678,2017340,2017408,72,421,23
432,89,925,1266830,1267165,567,920,
433,74,807,6056105,6056339,20,573,23$4
434,85,475,5568345,5568547,501,666,10$7
435,25,650,4226363,4226503,88,677,1$1
436,37,919,4341175,4341204,500,724,49
437,73,880,6854490,6854758,627,838,20$42
438,28,105,6100599,6101160,287,840,
439,46,793,4257477,4257502,924,969,20$27
440,75,470,2336946,2337447,888,705,1$42
441,93,934,7603417,7603582,807,523,14
442,30,815,4160033,4160190,272,690,
443,61,985,6200621,6200657,638,673,
444,25,63,6775477,6775509,653,856,
445,99,355,2420981,2421374,853,413,2$49
446,65,780,3146050,3146118,906,438,21
447,61,378,324129,324481,505,470,
448,8,363,5468489,5468673,857,770,47$24
449,38,424,2952199,2952603,262,716,23
450,13,919,6541540,6541797,890,385,
451,75,488,7386875,7387116,991,186,5
452,82,947,3109221,3109641,758,106,
453,47,292,7460977,7461240,227,995,42
454,28,981,2440543,2440963,414,421,25$44
455,41,714,1799487,1799753,581,647,28
456,58,878,5039954,5040241,251,76,
457,60,587,7424022,7424428,900,892,
458,97,51,6518144,6518423,314,180,7
459,6,750,672808,672929,458,407,
460,2,66,3484413,3484840,123,489,46
461,54,518,358123,358604,887,427,8$27
462,88,587,2713723,2713861,43,961,14$5
463,51,125,3796736,3796991,380,402,3$31
464,59,72,806636,807058,175,373,
465,28,709,6473177,6473317,622,904,19$34
466,62,623,2307216,2307330,326,262,33
467,86,803,70430,70672,82,35,
468,66,651,148891,149395,682,7,18$46
469,60,178,7729286,7729538,209,27,42
470,58,777,4472863,4473188,717,611,
471,47,830,3761987,3762129,642,867,16
472,22,210,765983,766428,53,433,
473,4,62,7585320,7585691,769,871,
474,94,552,3662782,3663362,455,923,44
475,73,18,1843390,1843867,461,366,20
476,23,708,2322680,2322881,286,759,24$20
477,49,805,7669776,7669912,625,848,
478,71,787,7744903,7744918,938,109,25
479,74,833,2387446,2387890,930,255,33$24
480,67,994,7311374,7311480,676,716,
481,15,789,6391515,6391873,164,202,
482,19,186,4253190,4253550,840,73,31
483,64,405,3198180,3198315,52,454,35$31
484,65,393,1324599,1324791,99,384,
485,69,990,188141,188529,465,72,13$29
486,86,778,4205079,4205181,766,929,9$5
487,42,230,4391371,4391506,777,557,0
488,21,288,2211500,2211517,71,565,39$34
489,97,462,3914564,3914761,247,964,41
490,8,193,1083485,1083749,944,408,24
491,17,835,1626701,1627254,831,626,49$33
492,19,643,5415636,5415815,547,190,
493,74,345,7350659,7350880,817,885,47$48
494,79,795,5989046,5989388,8,269,36$38
495,54,271,5909276,5909435,123,238,28$43
496,90,648,7802275,7802544,56,579,43
497,28,689,4031309,4031572,129,422,
498,0,447,2687933,2687997,691,576,
499,51,64,507757,508003,507,130,1
500,82,842,1358746,1359027,87,751,42
501,50,626,6147378,6147955,590,225,
502,17,358,3494610,3494800,22,273,13$28
503,89,173,5766229,5766423,557,123,23$43
504,73,790,2237602,2237785,292,978,33$10
505,58,327,5550270,5550458,884,506,
506,87,322,5188251,5188748,992,519,
507,90,112,2680222,2680342,566,18,38$1
508,97,366,7701401,7701691,444,986,39$26
509,8,623,2971445,2971653,507,785,24
510,36,894,4505538,4505811,259,664,
511,96,849,7101350,7101465,428,442,
512,45,841,1752204,1752529,542,642,8$45
513,5,504,2551627,2552009,188,391,
514,40,255,5336593,5336962,559,640,32
515,92,452,4804959,4804999,745,43,
516,77,587,2181916,2182014,487,148,5
517,35,810,4834760,4835064,531,46,
518,84,604,3706309,3706753,72,30,
519,67,307,3830620,3830951,549,499,31$47
520,63,330,5289782,5289898,107,838,14
521,77,461,1244984,1245087,392,325,45$14
522,63,971,7335194,7335290,817,842,41$12
523,2,842,7228258,7228409,538,86,12
524,34,602,4185911,4186418,896,858,24
525,30,297,123981,124223,697,764,4$11
526,16,173,406363,406918,999,38,27
527,6,996,487727,488074,847,571,
528,80,962,6389314,6389548,573,879,
529,85,634,668474,668483,621,684,37$0
530,51,900,3407104,3407219,888,13,
531,21,610,1569332,1569928,542,155,9$33
532,89,270,5428862,5429369,677,319,44
533,30,769,3429699,3429844,116,226,33$5
534,33,87,4670102,4670490,977,113,46
535,9,903,7051925,7052245,157,563,
536,13,675,5371759,5371834,834,220,37$44
537,28,58,1008700,1009155,495,249,0$24
538,63,601,5999995,6000299,340,642,7
539,74,951,3269164,3269739,205,631,
540,11,812,3602261,3602352,739,279,2$20
541,54,466,2723373,2723390,964,156,5$37
542,35,485,5913655,5913822,617,239,4$30
543,93,54,4342475,4343038,691,611,28
544,98,202,812350,812909,531,717,48$28
545,92,426,2093689,2093872,293,952,18
546,36,24,998266,998522,844,530,
547,87,38,1182231,1182788,425,623,22
548,55,910,2452616,2453169,662,592,43
549,89,492,2559857,2560103,547,278,39
550,91,866,2790088,2790478,422,762,20
551,65,439,1130232,1130765,39,860,39
552,30,565,2113668,2114178,436,590,4
553,15,167,1525039,1525477,802,279,31$44
554,32,387,1639044,1639108,211,511,42
555,67,680,3199687,3199890,670,327,24
556,71,322,4943378,4943469,756,604,37$36
557,84,973,7854720,7855222,328,214,7$40
558,42,503,7733855,7734336,855,712,36$33
559,65,812,3308590,3308860,440,190,14$49
560,59,766,479643,479690,467,220,9
561,38,508,4086390,4086433,84,232,1
562,60,578,7393294,7393314,537,464,10
563,26,400,1021963,1022561,552,602,15
564,76,870,7519674,7519863,596,743,35
565,66,200,7253136,7253330,813,794,
566,68,593,4672277,4672772,875,420,
567,63,819,1336225,1336273,460,505,41$34
568,96,754,7274939,7275272,197,616,
569,55,724,7189641,7189781,936,197,14$8
570,6,105,592761,593292,650,66,37
571,58,873,513346,513507,696,516,0
572,12,8,2698413,2698586,253,141,49$15
573,32,124,7004468,7004873,37,390,26
574,38,473,3149667,3150060,302,328,48$8
575,22,268,6824677,6824792,579,397,
576,16,332,344910,345449,464,871,25
577,38,956,6818700,6819184,147,623,8
578,38,374,1399505,1399778,803,473,14$13
579,0,896,4208760,4209320,568,275,
580,16,325,3372176,3372604,843,370,14$40
581,94,202,6186176,6186496,509,188,
582,6,258,5544260,5544670,506,185,7$32
583,11,473,6517882,6518228,73,820,27$24
584,73,684,7094775,7094793,93,73,
585,73,120,631891,632046,113,591,
586,39,459,7005619,7006163,63,840,10
587,13,839,6697241,6697813,436,199,2$25
588,46,544,498809,498956,358,628,33
589,78,179,7624060,7624140,850,956,41
590,31,962,2054519,2055104,620,663,
591,89,132,1927048,1927512,713,373,37$38
592,64,228,4553596,4553979,590,56,
593,25,473,6783119,6783577,811,529,24
594,0,158,6358011,6358500,714,242,
595,17,503,6917566,6917835,155,141,
596,24,279,1015586,1015859,399,828,43$36
597,58,388,3798077,3798163,143,470,41
598,63,494,218812,219091,508,994,
599,85,592,389421,389902,811,742,
600,72,806,944141,944488,398,778,37
601,65,127,91247,91731,431,669,43
602,19,904,1196939,1197420,1,370,7$32
603,70,926,4195248,4195610,583,730,
604,11,476,5437526,5437611,880,251,37$44
605,70,470,4389317,4389421,977,263,30
606,8,383,3266108,3266324,93,642,22
607,18,51,5185422,5185520,462,499,8
608,83,468,171383,171810,8,653,
609,1,183,1458960,1459056,983,737,5$18
610,5,17,3172161,3172478,127,352,1
611,32,798,2392383,2392679,988,691,38$0
612,30,866,1378950,1379408,153,478,25
613,13,163,6858855,6859311,147,461,
614,87,733,4429524,4429657,673,213,28$25
615,16,768,1009869,1010216,664,866,47
616,11,712,1456587,1456614,986,988,42$49
617,82,65,500655,500810,139,258,31$45
618,34,158,5271372,5271391,50,337,37$30
619,21,872,6912138,6912698,317,266,
620,99,216,5145489,5145909,941,526,36
621,55,152,5391964,5391977,713,187,13$1
622,23,542,3154470,3154669,395,656,
623,88,537,111858,112335,264,414,29$36
624,13,466,7603239,7603492,481,630,
625,53,332,7320209,7320765,110,350,
626,0,812,7398261,7398442,490,427,32$1
627,92,658,4768965,4769332,244,790,48$49
628,1,38,6118288,6118303,117,694,
629,4,88,2760047,2760187,311,66,26
630,98,655,6658531,6658650,437,188,18
631,85,631,4392611,4392994,828,36,12
632,93,911,7518393,7518407,317,269,
633,25,728,5484510,5484839,369,946,27$10
634,74,380,7215844,7215945,284,964,
635,25,858,4243596,4243782,356,617,28$12
636,39,284,382187,382383,77,458,0
637,34,394,209217,209462,711,547,1
638,41,984,23089,23330,580,452,
639,19,527,4226877,4227163,686,115,29
640,70,604,2673403,2673638,262,642,4$21
641,78,916,1061695,1062006,836,207,
642,49,781,6215790,6215888,546,874,4$39
643,55,528,705021,705340,85,659,46
644,91,376,644664,644918,400,25,38
645,41,571,3331343,3331629,364,451,19$11
646,37,887,1409458,1409692,208,201,
647,83,777,1713856,1714333,219,960,43$48
648,73,266,2823269,2823577,353,469,8$14
649,55,294,5094926,5094989,478,842,25$33
650,67,690,5286252,5286720,456,848,43$3
651,60,863,494950,495427,856,918,3$11
652,95,115,4580645,4580749,218,896,41$20
653,20,579,4546976,4547352,889,283,23
654,20,960,5167628,5167676,159,874,0$29
655,91,624,1234640,1234784,791,928,24
656,92,802,907198,907599,955,929,2$35
657,25,658,5453969,5454231,605,217,23$37
658,37,28,67417,67654,635,272,10
659,43,813,2028551,2028756,178,934,43
660,69,828,5508357,5508523,648,209,
661,29,254,7551866,7552434,347,183,
662,31,38,228185,228355,682,842,
663,16,997,5687691,5688028,166,917,
664,84,600,5417466,5417677,456,839,1$17
665,20,30,4976711,4977005,981,777,3$15
666,91,577,3365619,3365751,643,38,48$22
667,2,228,5914269,5914815,21,374,7$19
668,82,179,7854968,7855372,845,46,9
669,79,19,3645319,3645458,329,319,6$42
670,0,295,843138,843466,202,59,45$17
671,26,166,4019132,4019595,933,374,
672,17,131,4575187,4575678,911,664,
673,73,891,7511834,7512403,114,32,
674,97,187,2766908,2767033,13,780,11$39
675,2,181,5813459,5813494,966,665,24
676,47,876,5627184,5627396,145,344,
677,14,636,7794237,7794507,447,855,9$49
678,37,771,511528,511909,633,623,
679,20,58,7420619,7420900,76,210,18$4
680,60,710,4371841,4372011,408,464,39$47
681,81,948,2435033,2435613,22,837,
682,17,838,1904097,1904562,257,726,
683,1,878,786366,786535,843,970,
684,86,91,487521,487668,900,91,
685,25,7,77641,78165,83,69,47
686,64,491,6512159,6512310,142,218,21$43
687,23,74,3509186,3509313,255,249,
688,87,164,1163535,1163918,201,514,
689,84,428,2752387,2752556,851,560,
690,84,691,4050147,4050558,384,636,
691,94,78,6086693,6086918,404,304,45
692,56,943,2655848,2655928,458,287,40
693,4,970,1060458,1060584,161,686,9
694,24,164,2418178,2418504,282,870,30
695,54,451,3438534,3438542,397,803,34
696,21,151,4889823,4890105,968,100,27$21
